Fixed/Offset Slit,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,0.010012092,
Detector,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,PMT-980,

391.00,7.89152288E+0,1.12736034E+0,0.00000000E+0,5.63680172E+0,5.63680172E+0,6.76416206E+0,9.01888275E+0,7.89152288E+0,3.38208103E+0,6.76416206E+0,6.76416206E+0,3.38208103E+0,2.25472069E+0,3.38208103E+0,5.63680172E+0,3.38208103E+0,3.38208103E+0,3.38208103E+0,2.25472069E+0,4.50944138E+0,1.12736034E+0,2.25472069E+0,0.00000000E+0,4.50944138E+0,7.89152288E+0,7.89152288E+0,3.38208103E+0,0.00000000E+0,1.12736034E+0,3.38208103E+0,2.25472069E+0,3.38208103E+0,
392.00,5.61521673E+0,6.73825979E+0,1.01073895E+1,1.12304335E+1,5.61521673E+0,2.24608660E+0,8.98434639E+0,3.36912990E+0,6.73825979E+0,4.49217319E+0,4.49217319E+0,5.61521673E+0,3.36912990E+0,4.49217319E+0,1.12304330E+0,4.49217319E+0,1.12304330E+0,2.24608660E+0,5.61521673E+0,2.24608660E+0,3.36912990E+0,3.36912990E+0,5.61521673E+0,1.12304330E+0,2.24608660E+0,1.01073895E+1,4.49217319E+0,0.00000000E+0,2.24608660E+0,2.24608660E+0,1.12304330E+0,1.23534765E+1,
393.00,1.11826146E+0,5.59130764E+0,1.00643539E+1,2.23652291E+0,6.70956898E+0,3.35478449E+0,6.70956898E+0,4.47304583E+0,3.35478449E+0,6.70956898E+0,3.35478449E+0,3.35478449E+0,2.23652291E+0,8.94609165E+0,1.11826146E+0,1.11826146E+0,1.11826146E+0,2.23652291E+0,1.11826146E+0,0.00000000E+0,2.23652291E+0,2.23652291E+0,1.11826146E+0,0.00000000E+0,3.35478449E+0,2.23652291E+0,2.23652291E+0,4.47304583E+0,7.82783079E+0,2.23652291E+0,0.00000000E+0,2.23652291E+0,
394.00,4.45306969E+0,3.33980227E+0,4.45306969E+0,4.45306969E+0,5.56633711E+0,2.22653484E+0,2.22653484E+0,1.11326742E+0,2.22653484E+0,1.11326742E+0,0.00000000E+0,1.11326742E+0,2.22653484E+0,2.22653484E+0,4.45306969E+0,3.33980227E+0,1.11326742E+0,1.11326742E+0,0.00000000E+0,1.11326742E+0,1.11326742E+0,0.00000000E+0,3.33980227E+0,2.22653484E+0,2.22653484E+0,1.11326742E+0,1.11326742E+0,1.11326742E+0,3.33980227E+0,0.00000000E+0,1.11326742E+0,2.22653484E+0,
395.00,2.21302629E+0,3.31953955E+0,3.31953955E+0,5.53256607E+0,3.31953955E+0,2.21302629E+0,2.21302629E+0,4.42605257E+0,3.31953955E+0,2.21302629E+0,2.21302629E+0,5.53256607E+0,2.21302629E+0,0.00000000E+0,5.53256607E+0,2.21302629E+0,2.21302629E+0,6.63907909E+0,2.21302629E+0,0.00000000E+0,1.10651314E+0,2.21302629E+0,1.10651314E+0,3.31953955E+0,0.00000000E+0,0.00000000E+0,2.21302629E+0,1.10651314E+0,6.63907909E+0,3.31953955E+0,1.10651314E+0,2.21302629E+0,
396.00,1.09749985E+0,2.19499969E+0,8.77999878E+0,2.19499969E+0,4.38999939E+0,3.29249954E+0,2.19499969E+0,3.29249954E+0,3.29249954E+0,2.19499969E+0,0.00000000E+0,1.09749985E+0,2.19499969E+0,1.09749985E+0,4.38999939E+0,3.29249954E+0,3.29249954E+0,4.38999939E+0,0.00000000E+0,4.38999939E+0,1.09749985E+0,5.48749924E+0,1.09749985E+0,0.00000000E+0,0.00000000E+0,2.19499969E+0,1.09749985E+0,1.09749985E+0,3.29249954E+0,1.09749985E+0,2.19499969E+0,3.29249954E+0,
397.00,0.00000000E+0,3.26524687E+0,0.00000000E+0,1.08841562E+0,0.00000000E+0,2.17683125E+0,4.35366249E+0,3.26524687E+0,3.26524687E+0,2.17683125E+0,1.08841562E+0,1.08841562E+0,4.35366249E+0,2.17683125E+0,6.53049374E+0,0.00000000E+0,6.53049374E+0,0.00000000E+0,3.26524687E+0,1.08841562E+0,2.17683125E+0,3.26524687E+0,4.35366249E+0,4.35366249E+0,3.26524687E+0,6.53049374E+0,5.44207811E+0,7.61890936E+0,1.08841562E+0,2.17683125E+0,1.08841562E+0,1.08841562E+0,
398.00,2.16321611E+0,3.24482441E+0,2.16321611E+0,2.16321611E+0,6.48964882E+0,1.08160806E+0,1.08160806E+0,1.08160806E+0,1.08160806E+0,3.24482441E+0,1.08160806E+0,2.16321611E+0,2.16321611E+0,0.00000000E+0,1.08160806E+0,2.16321611E+0,1.08160806E+0,8.65286446E+0,2.16321611E+0,0.00000000E+0,1.08160806E+0,1.08160806E+0,2.16321611E+0,1.08160806E+0,2.16321611E+0,3.24482441E+0,3.24482441E+0,4.32643223E+0,2.16321611E+0,2.16321611E+0,6.48964882E+0,4.32643223E+0,
399.00,0.00000000E+0,0.00000000E+0,2.15087461E+0,2.15087461E+0,2.15087461E+0,2.15087461E+0,0.00000000E+0,0.00000000E+0,4.30174923E+0,1.07543731E+0,1.07543731E+0,1.07543731E+0,1.07543731E+0,2.15087461E+0,1.07543731E+0,4.30174923E+0,3.22631192E+0,2.15087461E+0,4.30174923E+0,4.30174923E+0,2.15087461E+0,1.07543731E+0,0.00000000E+0,2.15087461E+0,2.15087461E+0,0.00000000E+0,0.00000000E+0,2.15087461E+0,2.15087461E+0,2.15087461E+0,1.07543731E+0,4.30174923E+0,
400.00,0.00000000E+0,3.20486712E+0,2.13657808E+0,5.34144497E+0,3.20486712E+0,4.27315617E+0,2.13657808E+0,8.54631233E+0,3.20486712E+0,4.27315617E+0,8.54631233E+0,0.00000000E+0,4.27315617E+0,2.13657808E+0,2.13657808E+0,2.13657808E+0,2.13657808E+0,3.20486712E+0,0.00000000E+0,1.06828904E+0,2.13657808E+0,2.13657808E+0,1.06828904E+0,1.06828904E+0,0.00000000E+0,2.13657808E+0,4.27315617E+0,0.00000000E+0,0.00000000E+0,0.00000000E+0,2.13657808E+0,1.06828904E+0,
401.00,3.18995619E+0,0.00000000E+0,4.25327492E+0,0.00000000E+0,5.31659365E+0,5.31659365E+0,1.06331873E+0,5.31659365E+0,4.25327492E+0,6.37991238E+0,4.25327492E+0,3.18995619E+0,6.37991238E+0,3.18995619E+0,9.56986809E+0,5.31659365E+0,0.00000000E+0,2.12663746E+0,5.31659365E+0,2.12663746E+0,2.12663746E+0,1.06331873E+0,3.18995619E+0,5.31659365E+0,4.25327492E+0,3.18995619E+0,1.06331873E+0,6.37991238E+0,2.12663746E+0,2.12663746E+0,6.37991238E+0,0.00000000E+0,
402.00,3.18460417E+0,3.18460417E+0,4.24613857E+0,1.06153464E+0,1.06153469E+1,4.24613857E+0,8.49227715E+0,8.49227715E+0,6.36920834E+0,1.37999506E+1,8.49227715E+0,7.43074274E+0,8.49227715E+0,6.36920834E+0,4.24613857E+0,2.12306929E+0,4.24613857E+0,1.06153464E+0,1.06153464E+0,9.55381203E+0,1.06153464E+0,4.24613857E+0,3.18460417E+0,2.12306929E+0,6.36920834E+0,2.12306929E+0,2.12306929E+0,3.18460417E+0,4.24613857E+0,4.24613857E+0,2.12306929E+0,1.06153464E+0,
403.00,4.24487972E+0,6.36731958E+0,8.48975945E+0,1.16734190E+1,1.91019592E+1,2.12243977E+1,1.91019592E+1,2.22856178E+1,1.06121988E+1,1.06121988E+1,1.06121993E+0,9.55097961E+0,7.42853928E+0,6.36731958E+0,3.18365979E+0,1.06121993E+0,7.42853928E+0,6.36731958E+0,2.12243986E+0,2.12243986E+0,3.18365979E+0,4.24487972E+0,1.06121993E+0,6.36731958E+0,3.18365979E+0,3.18365979E+0,2.12243986E+0,1.06121993E+0,1.06121993E+0,1.06121993E+0,0.00000000E+0,2.12243986E+0,
404.00,2.12250018E+0,3.18375039E+0,6.36750078E+0,1.59187517E+1,1.59187517E+1,1.48575020E+1,1.37962513E+1,1.37962513E+1,1.27350016E+1,1.06125011E+1,1.91025028E+1,1.27350016E+1,6.36750078E+0,1.06125011E+1,5.30625057E+0,5.30625057E+0,7.42875099E+0,1.06125009E+0,1.06125009E+0,1.06125009E+0,1.06125009E+0,0.00000000E+0,0.00000000E+0,8.49000072E+0,1.06125009E+0,2.12250018E+0,0.00000000E+0,1.06125009E+0,1.06125009E+0,3.18375039E+0,2.12250018E+0,4.24500036E+0,
405.00,2.12367845E+0,1.16802320E+1,5.30919600E+0,1.80512676E+1,2.33604641E+1,2.54841423E+1,1.69894276E+1,2.01749458E+1,1.80512676E+1,1.80512676E+1,1.91131058E+1,1.80512676E+1,1.27420712E+1,6.37103558E+0,7.43287468E+0,1.38039103E+1,6.37103558E+0,5.30919600E+0,3.18551779E+0,8.49471378E+0,3.18551779E+0,4.24735689E+0,3.18551779E+0,0.00000000E+0,1.06183922E+0,1.06183922E+0,1.06183922E+0,3.18551779E+0,3.18551779E+0,0.00000000E+0,1.06183922E+0,0.00000000E+0,
406.00,3.18998766E+0,9.56996346E+0,1.80765972E+1,2.76465607E+1,2.55199013E+1,3.61531944E+1,3.82798538E+1,3.18998775E+1,3.72165222E+1,2.65832310E+1,2.33932438E+1,1.27599506E+1,1.27599506E+1,2.12665844E+1,8.50663376E+0,8.50663376E+0,3.18998766E+0,9.56996346E+0,6.37997532E+0,2.12665844E+0,3.18998766E+0,1.06332922E+0,0.00000000E+0,5.31664610E+0,7.44330454E+0,3.18998766E+0,2.12665844E+0,1.06332922E+0,1.06332922E+0,3.18998766E+0,1.06332922E+0,1.06332922E+0,
407.00,1.27695398E+1,2.34108219E+1,2.66032066E+1,4.57575188E+1,5.74629288E+1,5.63987999E+1,7.12965927E+1,5.85270576E+1,4.78857727E+1,5.53346710E+1,5.00140305E+1,3.83086205E+1,2.23466949E+1,2.23466949E+1,2.44749508E+1,1.48977966E+1,7.44889832E+0,1.06412830E+1,5.32064152E+0,3.19238496E+0,2.12825656E+0,4.25651312E+0,7.44889832E+0,5.32064152E+0,2.12825656E+0,3.19238496E+0,3.19238496E+0,2.12825656E+0,2.12825656E+0,3.19238496E+0,7.44889832E+0,2.12825656E+0,
408.00,2.65462399E+1,3.71647339E+1,7.32676239E+1,1.02999413E+2,1.17865303E+2,1.11494209E+2,1.29545654E+2,1.02999413E+2,8.91953659E+1,7.85768661E+1,8.17624207E+1,6.79583740E+1,4.88450813E+1,3.07936382E+1,2.76080894E+1,1.48658943E+1,1.80514431E+1,5.30924797E+0,9.55664635E+0,8.49479675E+0,6.37109756E+0,6.37109756E+0,1.16803455E+1,2.12369919E+0,2.12369919E+0,3.18554878E+0,0.00000000E+0,2.12369919E+0,0.00000000E+0,2.12369919E+0,9.55664635E+0,1.06184959E+0,
409.00,2.84695740E+2,5.99025208E+2,9.09121338E+2,1.12608276E+3,1.18217517E+3,1.17159180E+3,1.09856567E+3,9.77914001E+2,8.56203918E+2,6.95334961E+2,5.78916626E+2,4.36039551E+2,3.27029663E+2,2.15903091E+2,1.36526947E+2,1.13243286E+2,8.78429184E+1,5.39757729E+1,2.75170593E+1,1.90502720E+1,1.79919243E+1,1.05834846E+1,7.40843916E+0,2.11669683E+0,7.40843916E+0,4.23339367E+0,1.05834842E+0,5.29174232E+0,5.29174232E+0,0.00000000E+0,2.11669683E+0,0.00000000E+0,
410.00,1.20813757E+3,2.19933765E+3,2.93404834E+3,3.50096216E+3,3.66516333E+3,3.46380713E+3,3.15458154E+3,2.71591235E+3,2.14180737E+3,1.83138318E+3,1.41069238E+3,1.09906958E+3,7.97035217E+2,5.83693481E+2,4.18293671E+2,2.74467773E+2,1.77385284E+2,1.13862175E+2,1.00678131E+2,3.35593758E+1,3.11622791E+1,2.27724342E+1,1.79782372E+1,1.07869425E+1,1.19854918E+1,9.58839321E+0,7.19129515E+0,5.99274588E+0,2.39709830E+0,2.39709830E+0,8.38984394E+0,2.39709830E+0,
411.00,3.24689026E+2,4.98883484E+2,6.87297913E+2,7.34697754E+2,7.63137695E+2,7.37067749E+2,6.77817932E+2,5.64058289E+2,5.02438477E+2,3.61423920E+2,2.84399139E+2,2.47664246E+2,1.78934464E+2,1.01909691E+2,6.87297897E+1,6.63598022E+1,3.19949036E+1,3.31799011E+1,2.36999283E+1,1.06649675E+1,9.47997093E+0,7.10997868E+0,9.47997093E+0,5.92498207E+0,3.55498934E+0,4.73998547E+0,3.55498934E+0,3.55498934E+0,0.00000000E+0,4.73998547E+0,3.55498934E+0,2.36999273E+0,
412.00,1.28173425E+3,2.32819141E+3,3.35826099E+3,3.98215527E+3,4.26425391E+3,4.03951147E+3,3.71059155E+3,3.12532471E+3,2.48387231E+3,2.02853479E+3,1.51350000E+3,1.09327844E+3,8.14691406E+2,5.51321350E+2,3.46477936E+2,2.46982590E+2,1.55680969E+2,9.83248215E+1,6.78909454E+1,3.97981415E+1,2.80928059E+1,1.63874702E+1,1.52169371E+1,3.51160073E+0,5.85266781E+0,5.85266781E+0,4.68213463E+0,7.02320147E+0,3.51160073E+0,1.17053366E+0,9.36426926E+0,2.34106731E+0,
413.00,8.01713135E+2,1.43452283E+3,1.94933142E+3,2.25358911E+3,2.40398242E+3,2.36002124E+3,2.05692065E+3,1.72721167E+3,1.45071899E+3,1.21240308E+3,9.02361084E+2,7.01065186E+2,5.11337952E+2,3.86395660E+2,2.57982727E+2,2.05923431E+2,9.71773529E+1,7.40398865E+1,5.32161674E+1,2.66080837E+1,1.85099716E+1,1.85099716E+1,1.38824787E+1,9.25498581E+0,5.78436613E+0,5.78436613E+0,3.47061968E+0,3.47061968E+0,2.31374645E+0,6.94123936E+0,1.15687323E+0,2.31374645E+0,
414.00,1.93877051E+3,2.92419751E+3,3.53607910E+3,3.55212085E+3,3.29888916E+3,2.92878101E+3,2.42231738E+3,1.98460437E+3,1.51595349E+3,1.14699133E+3,8.83446838E+2,6.24485779E+2,4.42296356E+2,2.71565369E+2,2.02814651E+2,1.60418365E+2,9.28134842E+1,5.84381180E+1,5.04172020E+1,1.71876812E+1,1.37501459E+1,5.72922707E+0,1.26043005E+1,5.72922707E+0,0.00000000E+0,1.14584541E+0,4.58338165E+0,1.14584541E+0,1.14584541E+0,2.29169083E+0,3.43753648E+0,1.14584541E+0,
415.00,7.22451843E+2,1.15524133E+3,1.49829236E+3,1.60620581E+3,1.63460400E+3,1.43581616E+3,1.26315479E+3,1.08708557E+3,8.36044861E+2,6.69063110E+2,4.86178284E+2,3.89624176E+2,2.73759277E+2,1.45399109E+2,1.38583527E+2,9.20103760E+1,5.79324570E+1,4.20294304E+1,3.29419861E+1,1.93108196E+1,1.02233753E+1,4.54372215E+0,4.54372215E+0,5.67965269E+0,5.67965269E+0,9.08744431E+0,2.27186108E+0,1.13593054E+0,4.54372215E+0,7.95151377E+0,4.54372215E+0,3.40779161E+0,
416.00,1.10269226E+2,1.45150299E+2,2.11536880E+2,2.29540024E+2,2.52043945E+2,2.44167572E+2,2.09286484E+2,1.87907761E+2,1.26021973E+2,1.49651093E+2,1.01267654E+2,7.42629471E+1,6.30109863E+1,2.92551003E+1,1.91283340E+1,1.91283340E+1,1.91283340E+1,1.35023537E+1,9.00156975E+0,6.75117683E+0,4.50078487E+0,3.37558842E+0,5.62598085E+0,1.12519622E+0,2.25039244E+0,3.37558842E+0,3.37558842E+0,3.37558842E+0,2.25039244E+0,0.00000000E+0,3.37558842E+0,1.12519622E+0,
417.00,6.68533783E+1,1.12536522E+2,1.16993416E+2,1.45963211E+2,1.64905014E+2,1.49305893E+2,1.45963211E+2,1.05851189E+2,9.35947342E+1,6.57391586E+1,5.34827042E+1,6.46249390E+1,3.89978065E+1,2.89697990E+1,1.67133446E+1,1.55991220E+1,1.22564535E+1,1.22564535E+1,7.79956102E+0,3.34266901E+0,3.34266901E+0,3.34266901E+0,2.22844601E+0,6.68533802E+0,1.11422300E+0,1.11422300E+0,3.34266901E+0,4.45689201E+0,3.34266901E+0,1.11422300E+0,1.11422300E+0,3.34266901E+0,
418.00,3.42189522E+1,7.50609283E+1,1.11487556E+2,8.05801163E+1,1.17006744E+2,1.32460464E+2,9.71376724E+1,8.16839523E+1,7.61647644E+1,5.51918602E+1,5.40880241E+1,2.42844181E+1,3.31151161E+1,2.75959301E+1,1.76613960E+1,7.72686052E+0,6.62302303E+0,4.41534901E+0,2.20767450E+0,8.83069801E+0,2.20767450E+0,3.31151152E+0,3.31151152E+0,4.41534901E+0,0.00000000E+0,1.10383725E+0,3.31151152E+0,4.41534901E+0,3.31151152E+0,2.20767450E+0,3.31151152E+0,3.31151152E+0,
419.00,4.26579819E+1,5.03145447E+1,9.07849350E+1,9.29725266E+1,1.11567032E+2,8.85973511E+1,8.42221680E+1,8.09407883E+1,4.70331612E+1,8.20345840E+1,3.93765984E+1,3.28138313E+1,2.51572723E+1,2.40634766E+1,1.09379444E+1,7.65656090E+0,7.65656090E+0,2.18758893E+0,3.28138328E+0,2.18758893E+0,4.37517786E+0,1.09379447E+0,5.46897221E+0,3.28138328E+0,3.28138328E+0,2.18758893E+0,3.28138328E+0,0.00000000E+0,1.09379447E+0,3.28138328E+0,4.37517786E+0,3.28138328E+0,
420.00,3.90501823E+1,5.31516380E+1,7.26767273E+1,8.56934586E+1,6.18294563E+1,6.61683655E+1,5.74905472E+1,5.96600037E+1,5.09821854E+1,3.68807297E+1,2.49487286E+1,2.27792740E+1,1.73556366E+1,2.27792740E+1,6.50836372E+0,1.41014547E+1,1.08472729E+1,3.25418186E+0,4.33890915E+0,5.42363644E+0,3.25418186E+0,2.16945457E+0,1.08472729E+0,4.33890915E+0,2.16945457E+0,0.00000000E+0,4.33890915E+0,4.33890915E+0,3.25418186E+0,0.00000000E+0,0.00000000E+0,4.33890915E+0,
421.00,2.80180511E+1,3.44837570E+1,5.81913376E+1,5.81913376E+1,4.74151649E+1,5.49584885E+1,3.77166100E+1,3.66389923E+1,2.15523472E+1,2.90956688E+1,2.80180511E+1,1.93971138E+1,9.69855690E+0,1.07761736E+1,5.38808680E+0,6.46570444E+0,3.23285222E+0,3.23285222E+0,3.23285222E+0,1.07761741E+0,7.54332161E+0,4.31046963E+0,1.07761741E+0,2.15523481E+0,2.15523481E+0,5.38808680E+0,0.00000000E+0,2.15523481E+0,2.15523481E+0,3.23285222E+0,1.07761741E+0,2.15523481E+0,
422.00,1.17831411E+1,2.35662823E+1,1.92815037E+1,3.32070313E+1,2.67798653E+1,3.32070313E+1,3.42782288E+1,2.24950867E+1,2.03526974E+1,1.92815037E+1,1.92815037E+1,1.07119465E+1,1.28543348E+1,9.64075184E+0,5.35597324E+0,1.07119465E+0,2.14238930E+0,7.49836206E+0,0.00000000E+0,3.21358371E+0,3.21358371E+0,1.07119465E+0,1.07119465E+0,2.14238930E+0,3.21358371E+0,3.21358371E+0,2.14238930E+0,0.00000000E+0,1.07119465E+0,3.21358371E+0,1.07119465E+0,2.14238930E+0,
423.00,9.59767056E+0,1.27968941E+1,1.91953411E+1,2.13281574E+1,2.55937881E+1,1.49297104E+1,2.66601963E+1,1.81289330E+1,1.38633022E+1,1.49297104E+1,1.17304869E+1,7.46485519E+0,6.39844704E+0,6.39844704E+0,4.26563168E+0,0.00000000E+0,1.06640792E+0,4.26563168E+0,4.26563168E+0,6.39844704E+0,1.06640792E+0,3.19922352E+0,3.19922352E+0,0.00000000E+0,2.13281584E+0,4.26563168E+0,0.00000000E+0,3.19922352E+0,0.00000000E+0,3.19922352E+0,3.19922352E+0,4.26563168E+0,
424.00,8.49647808E+0,1.59308958E+1,1.48688364E+1,1.27447166E+1,1.06205969E+1,1.59308958E+1,2.01791344E+1,1.69929562E+1,9.55853748E+0,1.16826572E+1,8.49647808E+0,8.49647808E+0,2.12411952E+0,8.49647808E+0,4.24823904E+0,5.31029844E+0,1.06205976E+0,2.12411952E+0,2.12411952E+0,1.06205976E+0,2.12411952E+0,2.12411952E+0,4.24823904E+0,4.24823904E+0,3.18617916E+0,1.06205976E+0,0.00000000E+0,0.00000000E+0,1.06205976E+0,1.06205976E+0,3.18617916E+0,2.12411952E+0,
425.00,3.17328000E+0,6.34656000E+0,4.23104000E+0,1.05776005E+1,7.40432024E+0,3.17328000E+0,1.05776005E+1,1.05776005E+1,5.28880024E+0,6.34656000E+0,7.40432024E+0,6.34656000E+0,2.11552000E+0,5.28880024E+0,1.05776000E+0,4.23104000E+0,0.00000000E+0,3.17328000E+0,2.11552000E+0,1.05776000E+0,2.11552000E+0,2.11552000E+0,0.00000000E+0,4.23104000E+0,3.17328000E+0,2.11552000E+0,2.11552000E+0,3.17328000E+0,0.00000000E+0,1.05776000E+0,3.17328000E+0,3.17328000E+0,
426.00,2.10742497E+0,5.26856232E+0,5.26856232E+0,9.48341179E+0,1.15908365E+1,6.32227468E+0,7.37598705E+0,8.42969990E+0,6.32227468E+0,9.48341179E+0,4.21484995E+0,5.26856232E+0,1.05371249E+0,3.16113734E+0,3.16113734E+0,4.21484995E+0,4.21484995E+0,4.21484995E+0,0.00000000E+0,2.10742497E+0,6.32227468E+0,2.10742497E+0,2.10742497E+0,5.26856232E+0,4.21484995E+0,3.16113734E+0,1.05371249E+0,1.05371249E+0,1.05371249E+0,2.10742497E+0,1.05371249E+0,4.21484995E+0,
427.00,4.19922638E+0,5.24903297E+0,3.14942002E+0,7.34864664E+0,1.25976801E+1,6.29884005E+0,6.29884005E+0,5.24903297E+0,4.19922638E+0,3.14942002E+0,0.00000000E+0,2.09961319E+0,1.04980659E+0,0.00000000E+0,0.00000000E+0,1.04980659E+0,1.04980659E+0,2.09961319E+0,1.04980659E+0,2.09961319E+0,1.04980659E+0,1.04980659E+0,0.00000000E+0,5.24903297E+0,1.04980659E+0,1.04980659E+0,3.14942002E+0,2.09961319E+0,4.19922638E+0,1.04980659E+0,1.04980659E+0,3.14942002E+0,
428.00,2.09246540E+0,7.32362890E+0,1.04623270E+0,4.18493080E+0,3.13869810E+0,1.04623270E+1,2.09246540E+0,1.04623270E+0,5.23116350E+0,1.04623270E+0,2.09246540E+0,2.09246540E+0,5.23116350E+0,2.09246540E+0,5.23116350E+0,1.04623270E+0,1.04623270E+0,0.00000000E+0,3.13869810E+0,3.13869810E+0,5.23116350E+0,1.04623270E+0,1.04623270E+0,1.04623270E+0,3.13869810E+0,3.13869810E+0,0.00000000E+0,3.13869810E+0,3.13869810E+0,5.23116350E+0,3.13869810E+0,3.13869810E+0,
429.00,4.17353487E+0,5.21691847E+0,1.14772205E+1,2.08676744E+0,5.21691847E+0,3.13015103E+0,7.30368567E+0,4.17353487E+0,1.14772205E+1,1.04338372E+0,4.17353487E+0,5.21691847E+0,1.04338372E+0,1.04338372E+0,2.08676744E+0,2.08676744E+0,2.08676744E+0,0.00000000E+0,5.21691847E+0,1.04338372E+0,1.04338372E+0,1.04338372E+0,3.13015103E+0,5.21691847E+0,2.08676744E+0,1.04338372E+0,0.00000000E+0,3.13015103E+0,4.17353487E+0,0.00000000E+0,4.17353487E+0,6.26030207E+0,
430.00,5.20745802E+0,3.12447500E+0,4.16596651E+0,3.12447500E+0,4.16596651E+0,5.20745802E+0,4.16596651E+0,5.20745802E+0,2.08298326E+0,2.08298326E+0,4.16596651E+0,1.04149163E+0,6.24895000E+0,2.08298326E+0,1.04149163E+0,3.12447500E+0,6.24895000E+0,3.12447500E+0,0.00000000E+0,5.20745802E+0,4.16596651E+0,6.24895000E+0,2.08298326E+0,3.12447500E+0,1.04149163E+0,5.20745802E+0,1.04149163E+0,0.00000000E+0,1.04149163E+0,3.12447500E+0,1.04149163E+0,4.16596651E+0,
431.00,2.08157969E+0,2.08157969E+0,5.20394945E+0,2.08157969E+0,0.00000000E+0,3.12236953E+0,5.20394945E+0,1.04078984E+0,4.16315937E+0,2.08157969E+0,3.12236953E+0,8.32631874E+0,2.08157969E+0,2.08157969E+0,2.08157969E+0,5.20394945E+0,1.04078984E+0,5.20394945E+0,2.08157969E+0,3.12236953E+0,3.12236953E+0,4.16315937E+0,0.00000000E+0,6.24473906E+0,4.16315937E+0,2.08157969E+0,3.12236953E+0,2.08157969E+0,3.12236953E+0,2.08157969E+0,0.00000000E+0,1.04078984E+0,
432.00,1.04160249E+0,1.04160249E+0,2.08320498E+0,3.12480736E+0,5.20801258E+0,3.12480736E+0,5.20801258E+0,3.12480736E+0,5.20801258E+0,1.04160249E+0,1.04160249E+0,5.20801258E+0,5.20801258E+0,0.00000000E+0,4.16640997E+0,5.20801258E+0,8.33281994E+0,3.12480736E+0,1.04160249E+0,7.29121733E+0,0.00000000E+0,0.00000000E+0,2.08320498E+0,2.08320498E+0,2.08320498E+0,3.12480736E+0,4.16640997E+0,2.08320498E+0,7.29121733E+0,6.24961472E+0,3.12480736E+0,2.08320498E+0,
433.00,1.04190707E+0,2.08381414E+0,2.08381414E+0,4.16762829E+0,2.08381414E+0,9.37716389E+0,3.12572122E+0,2.08381414E+0,2.08381414E+0,2.08381414E+0,3.12572122E+0,5.20953560E+0,3.12572122E+0,1.04190707E+0,2.08381414E+0,0.00000000E+0,4.16762829E+0,2.08381414E+0,4.16762829E+0,3.12572122E+0,1.04190707E+0,2.08381414E+0,0.00000000E+0,2.08381414E+0,3.12572122E+0,2.08381414E+0,2.08381414E+0,1.04190707E+0,1.04190707E+0,2.08381414E+0,5.20953560E+0,1.04190707E+0,
434.00,3.12210798E+0,2.08140540E+0,2.08140540E+0,2.08140540E+0,3.12210798E+0,2.08140540E+0,5.20351362E+0,9.36632442E+0,3.12210798E+0,4.16281080E+0,1.04070270E+0,0.00000000E+0,1.04070270E+0,8.32562160E+0,3.12210798E+0,2.08140540E+0,0.00000000E+0,1.04070270E+0,1.04070270E+0,4.16281080E+0,4.16281080E+0,2.08140540E+0,0.00000000E+0,0.00000000E+0,6.24421597E+0,6.24421597E+0,3.12210798E+0,2.08140540E+0,3.12210798E+0,2.08140540E+0,0.00000000E+0,2.08140540E+0,
435.00,1.03801668E+0,1.03801668E+0,4.15206671E+0,5.19008350E+0,8.30413342E+0,2.07603335E+0,6.22810030E+0,1.03801668E+0,3.11405015E+0,2.07603335E+0,3.11405015E+0,0.00000000E+0,0.00000000E+0,3.11405015E+0,4.15206671E+0,3.11405015E+0,2.07603335E+0,4.15206671E+0,1.03801668E+0,0.00000000E+0,0.00000000E+0,0.00000000E+0,0.00000000E+0,2.07603335E+0,2.07603335E+0,0.00000000E+0,2.07603335E+0,3.11405015E+0,0.00000000E+0,1.03801668E+0,2.07603335E+0,1.03801668E+0,
436.00,1.04567385E+0,5.22836876E+0,3.13702130E+0,2.09134769E+0,4.18269539E+0,1.04567385E+0,1.04567385E+0,2.09134769E+0,3.13702130E+0,1.04567385E+0,2.09134769E+0,0.00000000E+0,4.18269539E+0,1.04567385E+0,4.18269539E+0,2.09134769E+0,2.09134769E+0,0.00000000E+0,2.09134769E+0,5.22836876E+0,1.04567385E+0,0.00000000E+0,0.00000000E+0,0.00000000E+0,4.18269539E+0,3.13702130E+0,2.09134769E+0,0.00000000E+0,3.13702130E+0,3.13702130E+0,3.13702130E+0,4.18269539E+0,
